Amino_Acid_Names 	 Positive_AA_Disordered_% 	 Negative_AA_Disordered_% 	 Length_Disordered 	 Positive_AA_Seq_% 	 Negative_AA_Seq_% 
HS90B_CHICK(Q04619)	25.581395348837212	37.2093023255814	86	3.0303030303030303	4.40771349862259
B6C6R2_PENMO(B6C6R2)	26.506024096385545	40.963855421686745	83	3.0513176144244105	4.715672676837725
Q3V6C6_9NEOP(Q3V6C6)	29.11392405063291	39.24050632911392	79	3.203342618384401	4.3175487465181055
H2AP49_KAZAF(H2AP49)	23.684210526315788	36.84210526315789	76	2.553191489361702	3.9716312056737593
F6X099_ORNAN(F6X099)	25.842696629213485	40.44943820224719	89	3.1335149863760217	4.904632152588556
C7G496_COTJA(C7G496)	28.235294117647058	40.0	85	3.292181069958848	4.663923182441701
HSP82_YEAST(P02829)	27.160493827160494	37.03703703703704	81	3.0985915492957745	4.225352112676056
E7D207_LITVA(E7D207)	26.506024096385545	40.963855421686745	83	3.0513176144244105	4.715672676837725
A5A3D8_9NEOP(A5A3D8)	28.205128205128204	39.743589743589745	78	3.0683403068340307	4.323570432357044
Q7YZJ2_9METZ(Q7YZJ2)	24.418604651162788	37.2093023255814	86	3.633217993079585	5.536332179930796
G1S1H5_NOMLE(G1S1H5)	26.436781609195403	40.229885057471265	87	2.693208430913349	4.098360655737705
E7R531_PICAD(E7R531)	24.324324324324326	36.486486486486484	74	2.564102564102564	3.8461538461538463
